year,dest_province,inflow,outflow,net_migration,dest_population,partners,inflow_per_1000,outflow_per_1000,net_per_1000,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change,outflow_per_1000_yoy_pct,net_per_1000_change
2013,KARAMAN,8747,9445,-698,237939,80,36.76152291133442,39.6950478904257,-2.93352497909128,17.096454252417548,6.7879379807105344,-823.0,15.858752226079575,-3.464481890875975
2014,KARAMAN,8673,9788,-1115,240362,80,36.08307469566737,40.72191111739792,-4.638836421730556,3.631551085230278,-0.8460043443466292,-417.0,2.5868799297251943,-1.705311442639276
2015,KARAMAN,9195,9865,-670,242196,80,37.96511915968885,40.73147368247205,-2.7663545227832005,0.7866775643645241,6.018678657903842,445.0,0.023482603865421225,1.8724818989473553
2016,KARAMAN,9519,9813,-294,245610,80,38.756565286429705,39.95358495175278,-1.1970196653230731,-0.5271160669031882,3.523654159869505,376.0,-1.9097976586445409,1.5693348574601274
2017,KARAMAN,8581,10340,-1759,246672,80,34.787085684633844,41.91801258351171,-7.130926898877862,5.370426984612253,-9.853976258010299,-1465.0,4.91677438740763,-5.933907233554788
2018,KARAMAN,12777,10448,2329,251913,80,50.719891391075485,41.47463608468003,9.245255306395462,1.0444874274661453,48.89872975177718,4088.0,-1.057723092067786,16.376182205273324
2019,KARAMAN,10318,11075,-757,253279,80,40.737684529708346,43.726483443159516,-2.9887989134511743,6.001148545176105,-19.245519292478676,-3086.0,5.429456581323144,-12.234054219846637
2020,KARAMAN,8074,8304,-230,254919,80,31.67280587166904,32.57505325220952,-0.9022473805404854,-25.02031602708804,-21.74840085287847,527.0,-25.502691533486445,2.086551532910689
2021,KARAMAN,12420,10885,1535,258838,80,47.98368091238535,42.053330654695216,5.930350257690138,31.081406551059732,53.827099331186524,1765.0,29.096736478374897,6.832597638230624
2022,KARAMAN,11387,10969,418,260838,80,43.65544897599276,42.052921736863496,1.602527239129268,0.7717041800643143,-8.317230273752008,-1117.0,-0.0009723791798532666,-4.327823018560871
2023,KARAMAN,15156,11829,3327,263960,80,57.417790574329445,44.813608122442794,12.60418245188665,7.840277144680474,33.09914815140071,2909.0,6.564790914775576,11.001655212757383
2024,KARAMAN,10319,11846,-1527,262791,80,39.26694597607985,45.077647255804045,-5.810701279724191,0.14371459971256328,-31.914753233043015,-4854.0,0.5891940962214459,-18.414883731610843
2008,KARS,8855,17726,-8871,312128,80,28.369771375845808,56.79080377281116,-28.421032396965348,,,,,
2009,KARS,9028,15660,-6632,306536,80,29.451679411227396,51.08698488921366,-21.63530547798627,-11.655195757644144,1.953698475437604,2239.0,-10.043560761026294,6.785726918979076
2010,KARS,9906,16657,-6751,301766,80,32.826759807267884,55.198398759303565,-22.37163895203568,6.366538952745859,9.725299069561366,-119.0,8.047869489667182,-0.7363334740494096
2011,KARS,10654,16376,-5722,305755,80,34.844892152213376,53.55922225311115,-18.714330100897776,-1.6869784474995542,7.550979204522501,1029.0,-2.9696087985090935,3.6573088511379055
2012,KARS,9706,16185,-6479,304821,80,31.841638207341358,53.09673546113949,-21.255097253798134,-1.1663409868099661,-8.898066453914023,-757.0,-0.8635054291603272,-2.540767152900358
2013,KARS,11046,18072,-7026,300874,80,36.71304266902424,60.06501060244488,-23.351967933420635,11.658943466172378,13.805893261899849,-547.0,13.123735538139325,-2.0968706796225014
2014,KARS,10280,20020,-9740,296466,80,34.67513981367172,67.5288228667031,-32.85368305303138,10.779105799026123,-6.934636972659791,-2714.0,12.426223169524263,-9.501715119610747
2015,KARS,11328,19809,-8481,292660,80,38.707032050843985,67.68605207407914,-28.979020023235154,-1.0539460539460532,10.194552529182888,1259.0,0.2328327382315143,3.8746630297962277
2016,KARS,10209,16590,-6381,289786,80,35.229445176785624,57.24914247065076,-22.01969729386513,-16.250189307890352,-9.878177966101697,2100.0,-15.419586877375691,6.959322729370026
2017,KARS,11588,17119,-5531,287654,80,40.284508471983706,59.512469842241025,-19.227961370257322,3.1886678722121697,13.507689293760405,850.0,3.9534694738014187,2.7917359236078063
2018,KARS,14441,16620,-2179,288878,80,49.98996116007449,57.532937779962474,-7.54297661988798,-2.9148898884280627,24.62029685881948,3352.0,-3.3262475369044586,11.684984750369342
2019,KARS,11132,16421,-5289,285410,80,39.00353876878876,57.534774534879645,-18.531235766090884,-1.1973525872442825,-22.913925628419086,-3110.0,0.003192527599060746,-10.988259146202903
2020,KARS,8168,12910,-4742,284923,80,28.667394348648582,45.31048739484001,-16.643093046191428,-21.38115827294318,-26.62594322673374,547.0,-21.24678029741619,1.8881427198994558
2021,KARS,11259,16471,-5212,281077,80,40.05663928389729,58.599600821127304,-18.54296153723001,27.58326878388846,37.84280117531831,-470.0,29.329001276204924,-1.899868491038582
2022,KARS,11568,18787,-7219,274829,80,42.09162788497575,68.35887042488238,-26.267242539906633,14.061077044502458,2.744471089794831,-2007.0,16.65415713930343,-7.724281002676623
2023,KARS,15376,16382,-1006,278335,80,55.242782977347446,58.857132592020406,-3.614349614672966,-12.80140522701868,32.91839557399723,6213.0,-13.899787655653506,22.652892925233665
2024,KARS,9588,16560,-6972,272300,80,35.21116415717958,60.81527726771942,-25.604113110539846,1.0865584177756071,-37.64308012486993,-5966.0,3.3269454175966606,-21.989763495866878
2008,KASTAMONU,14775,14003,772,360424,80,40.99338556810867,38.85146383148736,2.141921736621313,,,,,
2009,KASTAMONU,13047,14570,-1523,359823,80,36.25949425134024,40.49213085322506,-4.232636601884816,4.049132328786698,-11.69543147208122,-2295.0,4.222922021301079,-6.374558338506128
2010,KASTAMONU,13811,15422,-1611,361222,80,38.234105342421,42.69396659118215,-4.4598612487611495,5.8476321207961535,5.855752280217685,-88.0,5.437687994090146,-0.22722464687633348
2011,KASTAMONU,15023,15482,-459,359759,80,41.75851055845719,43.03436467190536,-1.2758541134481696,0.38905459732849756,8.775613641300417,1152.0,0.7972978570548461,3.1840071353129797
2012,KASTAMONU,14340,13933,407,359808,80,39.85458911419424,38.723430273923874,1.1311588402703665,-10.005167291047668,-4.546362244558344,866.0,-10.017423124166259,2.407012953718536
2013,KASTAMONU,19911,15658,4253,368093,80,54.092308193853185,42.538162909916785,11.554145283936396,12.380678963611569,38.84937238493724,3846.0,9.85122601228261,10.42298644366603
2014,KASTAMONU,17539,18163,-624,368907,80,47.543147730999955,49.23463095034792,-1.6914832193479656,15.998211776727555,-11.913012907438103,-4877.0,15.742259614295673,-13.245628503284362
2015,KASTAMONU,21601,18092,3509,372633,80,57.9685642441759,48.55179224599002,9.416771998185881,-0.3909045862467653,23.159815268829465,4133.0,-1.3869073275811217,11.108255217533847
2016,KASTAMONU,20577,18898,1679,376945,80,54.58886574964517,50.1346350263301,4.454230723315073,4.455007738226846,-4.740521272163322,-1830.0,3.260111948742339,-4.962541274870809
2017,KASTAMONU,18729,20052,-1323,372373,80,50.29634264568054,53.84923181863346,-3.552889172952926,6.106466292729396,-8.980901005977548,-3002.0,7.409242712852104,-8.007119896267998
2018,KASTAMONU,27175,18397,8778,383373,80,70.88396939794926,47.987208280186664,22.896761117762598,-8.253540793935766,45.09584067488921,10101.0,-10.885992873938012,26.449650290715525
2019,KASTAMONU,17737,22515,-4778,379405,80,46.74951568903941,59.34291851715186,-12.59340282811244,22.384084361580705,-34.73045078196873,-13556.0,23.664035987802666,-35.49016394587504
2020,KASTAMONU,14177,15328,-1151,376377,80,37.667020035762015,40.72512401129719,-3.058103975535168,-31.920941594492557,-20.0710379432824,3627.0,-31.373237061931114,9.535298852577272
2021,KASTAMONU,18463,17241,1222,375592,80,49.15706404822254,45.90353362158939,3.253530426633155,12.480427974947816,30.232066022430693,2373.0,12.715515878737914,6.311634402168323
2022,KASTAMONU,19960,16321,3639,378115,80,52.78817291035796,43.16411673697156,9.624056173386403,-5.3361173945826845,8.108108108108114,2417.0,-5.967769076778495,6.370525746753248
2023,KASTAMONU,30284,17608,12676,388990,80,77.85290110285611,45.265945139977894,32.58695596287822,7.885546228785012,51.72344689378758,9037.0,4.869388190691382,22.962899789491818
2024,KASTAMONU,15894,20854,-4960,381991,80,41.608310143432696,54.59290925702438,-12.984599113591681,18.434802362562476,-47.51684057588166,-17636.0,20.604814697239405,-45.571555076469906
2008,KAYSERİ,30021,28621,1400,1184386,80,25.347310758485833,24.16526368937154,1.1820470691142921,,,,,
