year,dest_province,inflow,outflow,net_migration,partners,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change
2017,SİİRT,12163,15406,-3243,80,2.243164321741431,12.881670533642687,1050.0
2018,SİİRT,15017,15726,-709,80,2.0771128131896743,23.464605771602407,2534.0
2019,SİİRT,11016,17252,-6236,80,9.703675441943282,-26.643137777185856,-5527.0
2020,SİİRT,9044,12958,-3914,80,-24.889867841409696,-17.901234567901238,2322.0
2021,SİİRT,12670,16340,-3670,80,26.099706744868033,40.092879256965944,244.0
2022,SİİRT,12356,17607,-5251,80,7.753977968176251,-2.478295185477508,-1581.0
2023,SİİRT,21120,16468,4652,80,-6.4690180042028755,70.92910326966656,9903.0
2008,TEKİRDAĞ,47534,22373,25161,80,,,
2009,TEKİRDAĞ,37655,29066,8589,80,29.9155231752559,-20.78301847098919,-16572.0
2010,TEKİRDAĞ,41307,29433,11874,80,1.2626436386155682,9.698579205948743,3285.0
2011,TEKİRDAĞ,42265,28620,13645,80,-2.762205687493624,2.319219502747716,1771.0
2012,TEKİRDAĞ,42155,28042,14113,80,-2.019566736547873,-0.26026262865255223,468.0
2013,TEKİRDAĞ,45313,31681,13632,80,12.976963126738461,7.491400782825286,-481.0
2014,TEKİRDAĞ,52994,31266,21728,80,-1.3099333985669648,16.95098536843731,8096.0
2015,TEKİRDAĞ,54482,33937,20545,80,8.542826073050591,2.8078650413254413,-1183.0
2016,TEKİRDAĞ,56536,32290,24246,80,-4.8531101747355425,3.77005249440181,3701.0
2017,TEKİRDAĞ,55391,34658,20733,80,7.333539795602362,-2.0252582425357324,-3513.0
2018,TEKİRDAĞ,53895,41010,12885,80,18.327658837786377,-2.7007997689155294,-7848.0
2019,TEKİRDAĞ,48911,38109,10802,80,-7.073884418434528,-9.247611095648944,-2083.0
2020,TEKİRDAĞ,50764,28468,22296,80,-25.29848592196069,3.7885138312445,11494.0
2021,TEKİRDAĞ,60190,37516,22674,80,31.783054657861463,18.568276731542042,378.0
2022,TEKİRDAĞ,63354,37969,25385,80,1.2074848064825616,5.256687157335116,2711.0
2023,TEKİRDAĞ,63230,45182,18048,80,18.997076562458858,-0.19572560532878924,-7337.0
2008,TOKAT,29593,35892,-6299,80,,,
2009,TOKAT,32655,34213,-1558,80,-4.677922656859468,10.347041530091584,4741.0
2010,TOKAT,25430,40995,-15565,80,19.822874346008824,-22.125248813351707,-14007.0
2011,TOKAT,29576,36342,-6766,80,-11.350164654226125,16.30357845064885,8799.0
2012,TOKAT,34725,31812,2913,80,-12.464916625392108,17.409385988639436,9679.0
2013,TOKAT,26987,47071,-20084,80,47.966176285678365,-22.283657307415407,-22997.0
2014,TOKAT,35891,38737,-2846,80,-17.70516878757622,32.99366361581502,17238.0
2015,TOKAT,34586,40805,-6219,80,5.33856519606577,-3.636009027332754,-3373.0
2016,TOKAT,36572,33380,3192,80,-18.19629947310378,5.742207829757695,9411.0
2017,TOKAT,34735,38746,-4011,80,16.07549430796884,-5.022968391118887,-7203.0
2018,TOKAT,46391,41326,5065,80,6.658751871160895,33.55693104937383,9076.0
2019,TOKAT,39530,39567,-37,80,-4.256400329090648,-14.789506585329049,-5102.0
2020,TOKAT,24840,41746,-16906,80,5.507114514620759,-37.161649380217554,-16869.0
2021,TOKAT,35555,31400,4155,80,-24.783212762899442,43.13607085346216,21061.0
2022,TOKAT,28325,35358,-7033,80,12.60509554140128,-20.3346927295739,-11188.0
2023,TOKAT,45011,34546,10465,80,-2.296509983596362,58.909090909090914,17498.0
2008,TRABZON,25918,27027,-1109,80,,,
2009,TRABZON,36868,26474,10394,80,-2.0461020461020496,42.24863029554751,11503.0
2010,TRABZON,29130,36546,-7416,80,38.04487421621214,-20.98839101659976,-17810.0
2011,TRABZON,24858,38446,-13588,80,5.198927379193341,-14.665293511843458,-6172.0
2012,TRABZON,21864,25478,-3614,80,-33.73042709254539,-12.044412261646153,9974.0
2013,TRABZON,25115,29988,-4873,80,17.70154643221602,14.869191364800582,-1259.0
2014,TRABZON,31847,29741,2106,80,-0.8236627984527178,26.80469838741788,6979.0
2015,TRABZON,27314,32454,-5140,80,9.12208735415756,-14.233679781455077,-7246.0
2016,TRABZON,28680,26775,1905,80,-17.498613422074317,5.0010983378487195,7045.0
2017,TRABZON,29703,29192,511,80,9.027077497665736,3.5669456066945715,-1394.0
2018,TRABZON,46593,33344,13249,80,14.22307481501781,56.86294313705687,12738.0
2019,TRABZON,29603,37502,-7899,80,12.470009596928989,-36.46470499860494,-21148.0
2020,TRABZON,23761,24506,-745,80,-34.65415177857181,-19.734486369624705,7154.0
2021,TRABZON,29914,29442,472,80,20.14200603933731,25.89537477378898,1217.0
2022,TRABZON,28168,30339,-2171,80,3.0466680252700273,-5.836731964966235,-2643.0
2023,TRABZON,41272,35644,5628,80,17.48574442137183,46.52087475149105,7799.0
2008,TUNCELİ,6861,6068,793,80,,,
2009,TUNCELİ,4100,6205,-2105,80,2.2577455504284805,-40.24194723801195,-2898.0
2010,TUNCELİ,6400,6258,142,80,0.8541498791297286,56.09756097560976,2247.0
2011,TUNCELİ,6187,6419,-232,80,2.572706935123037,-3.328125000000004,-374.0
2012,TUNCELİ,5171,5404,-233,80,-15.812431842966191,-16.421529012445447,-1.0
2013,TUNCELİ,8458,5612,2846,80,3.849000740192454,63.566041384645146,3079.0
2014,TUNCELİ,7286,6810,476,80,21.347113328581614,-13.85670371246157,-2370.0
2015,TUNCELİ,6996,8133,-1137,80,19.427312775330407,-3.9802360691737593,-1613.0
2016,TUNCELİ,4822,7031,-2209,80,-13.549735644903482,-31.074899942824473,-1072.0
2017,TUNCELİ,6074,6725,-651,80,-4.3521547432797565,25.964330153463287,1558.0
2018,TUNCELİ,11211,5884,5327,80,-12.505576208178438,84.57359236088244,5978.0
2019,TUNCELİ,6517,8179,-1662,80,39.00407885791979,-41.869592364641875,-6989.0
2020,TUNCELİ,5791,6311,-520,80,-22.838977870155276,-11.140095135798678,1142.0
2021,TUNCELİ,7054,6517,537,80,3.2641419743305367,21.80970471421171,1057.0
2022,TUNCELİ,8081,7578,503,80,16.280497161270514,14.559115395520262,-34.0
2023,TUNCELİ,11806,7234,4572,80,-4.539456320929003,46.09578022521965,4069.0
2008,UŞAK,8666,10222,-1556,80,,,
2009,UŞAK,8693,9644,-951,80,-5.6544707493641155,0.3115624278790641,605.0
2010,UŞAK,8998,9562,-564,80,-0.8502695976773111,3.508570113884746,387.0
2011,UŞAK,8653,10138,-1485,80,6.023844384020083,-3.8341853745276766,-921.0
2012,UŞAK,10351,9435,916,80,-6.934306569343063,19.62325205131168,2401.0
2013,UŞAK,10655,10493,162,80,11.213566507684147,2.9369143077963455,-754.0
2014,UŞAK,10190,10895,-705,80,3.8311255122462695,-4.364148287189118,-867.0
2015,UŞAK,11044,11001,43,80,0.9729233593391395,8.38076545632973,748.0
2016,UŞAK,11737,10701,1036,80,-2.727024815925827,6.274900398406369,993.0
2017,UŞAK,13909,10420,3489,80,-2.6259228109522526,18.505580642412877,2453.0
2018,UŞAK,13691,13011,680,80,24.86564299424183,-1.567330505428144,-2809.0
2019,UŞAK,13117,12363,754,80,-4.980401198985474,-4.192535242129869,74.0
2020,UŞAK,8756,10428,-1672,80,-15.651540888133953,-33.246931462986964,-2426.0
2021,UŞAK,13705,12231,1474,80,17.28998849252015,56.52124257651896,3146.0
2022,UŞAK,13255,12313,942,80,0.6704276019949384,-3.283473184968988,-532.0
2023,UŞAK,14575,13122,1453,80,6.570291561763986,9.958506224066399,511.0
2008,VAN,21187,30275,-9088,80,,,
2009,VAN,22866,27175,-4309,80,-10.239471511147812,7.924670788691168,4779.0
2010,VAN,23231,31312,-8081,80,15.223551057957675,1.5962564506253774,-3772.0
2011,VAN,23415,72273,-48858,80,130.81566172713335,0.7920451121346428,-40777.0
2012,VAN,50003,46639,3364,80,-35.46829383033775,113.5511424300662,52222.0
2013,VAN,32118,38507,-6389,80,-17.436051373314175,-35.76785392876427,-9753.0
2014,VAN,27587,44435,-16848,80,15.39460357857012,-14.107354131639582,-10459.0
2015,VAN,30492,48061,-17569,80,8.16023404973556,10.530322253235225,-721.0
2016,VAN,28902,49035,-20133,80,2.0265912070077663,-5.214482487209759,-2564.0
2017,VAN,31971,48269,-16298,80,-1.5621494850616924,10.618642308490767,3835.0
2018,VAN,34691,44954,-10263,80,-6.867761917586856,8.507710112289256,6035.0
2019,VAN,34372,39575,-5203,80,-11.965564799572892,-0.9195468565333931,5060.0
2020,VAN,26621,38114,-11493,80,-3.691724573594446,-22.550331665308974,-6290.0
2021,VAN,30318,58185,-27867,80,52.66043973343129,13.887532399233681,-16374.0
2022,VAN,33903,62422,-28519,80,7.28194551860446,11.824658618642392,-652.0
2023,VAN,39585,56547,-16962,80,-9.411745858831821,16.759578798336427,11557.0
2008,YALOVA,16656,6542,10114,80,,,
2009,YALOVA,12269,10233,2036,80,56.420055029043105,-26.338856868395776,-8078.0
2010,YALOVA,10455,10984,-529,80,7.339001270399681,-14.785231070176863,-2565.0
2011,YALOVA,10267,9782,485,80,-10.943190094683175,-1.7981826877092266,1014.0
2012,YALOVA,11353,9199,2154,80,-5.9599263954201565,10.57757865004383,1669.0
2013,YALOVA,14670,9808,4862,80,6.62028481356669,29.21694706245046,2708.0
2014,YALOVA,14680,11064,3616,80,12.805872756933123,0.06816632583503957,-1246.0
2015,YALOVA,13834,11497,2337,80,3.9135936370209734,-5.762942779291558,-1279.0
2016,YALOVA,12825,10493,2332,80,-8.732712881621296,-7.293624403643195,-5.0
2017,YALOVA,15754,10719,5035,80,2.1538168302678073,22.8382066276803,2703.0
2018,YALOVA,16232,12905,3327,80,20.393693441552372,3.0341500571283486,-1708.0
2019,YALOVA,14531,12824,1707,80,-0.6276636962417648,-10.479300147856085,-1620.0
2020,YALOVA,14661,10281,4380,80,-19.830006238303177,0.8946390475535138,2673.0
2021,YALOVA,16965,11564,5401,80,12.479330804396449,15.715162676488648,1021.0
2022,YALOVA,18466,12007,6459,80,3.8308543756485625,8.847627468317132,1058.0
2023,YALOVA,22979,12563,10416,80,4.630632131256762,24.439510451640857,3957.0
2008,YOZGAT,15352,30117,-14765,80,,,
2009,YOZGAT,17705,25546,-7841,80,-15.177474516054057,15.326993225638352,6924.0
2010,YOZGAT,16181,29618,-13437,80,15.9398731699679,-8.607737927139226,-5596.0
2011,YOZGAT,15251,26921,-11670,80,-9.105949085015874,-5.747481614238925,1767.0
2012,YOZGAT,14646,24525,-9879,80,-8.900115151740273,-3.966952986689398,1791.0
2013,YOZGAT,16688,26572,-9884,80,8.346585117227324,13.942373344257808,-5.0
2014,YOZGAT,16200,27722,-11522,80,4.327863916905006,-2.9242569511025884,-1638.0
2015,YOZGAT,14933,26804,-11871,80,-3.3114493903758757,-7.820987654320987,-349.0
2016,YOZGAT,17736,21825,-4089,80,-18.57558573347262,18.77050827027389,7782.0
2017,YOZGAT,19074,23498,-4424,80,7.665521191294378,7.543978349120439,-335.0
2018,YOZGAT,25715,22524,3191,80,-4.145033619882543,34.81702841564434,7615.0
2019,YOZGAT,18009,25253,-7244,80,12.115965192683365,-29.966945362628817,-10435.0
2020,YOZGAT,14109,17604,-3495,80,-30.289470557953514,-21.65583874729302,3749.0
2021,YOZGAT,18320,22928,-4608,80,30.243126562144962,29.846197462612523,-1113.0
2022,YOZGAT,19580,22042,-2462,80,-3.864270760642008,6.877729257641918,2146.0
2023,YOZGAT,29124,22387,6737,80,1.565193721077951,48.74361593462717,9199.0
2008,ZONGULDAK,17639,19530,-1891,80,,,
2009,ZONGULDAK,16258,20701,-4443,80,5.9959037378392255,-7.829242020522709,-2552.0
2010,ZONGULDAK,15712,23267,-7555,80,12.39553644751461,-3.358346660105793,-3112.0
2011,ZONGULDAK,15822,23658,-7836,80,1.6804916835002404,0.7001018329938935,-281.0
2012,ZONGULDAK,14279,22687,-8408,80,-4.104319891791364,-9.752243711288077,-572.0
2013,ZONGULDAK,17006,25571,-8565,80,12.71212588707189,19.097976048742904,-157.0
2014,ZONGULDAK,18115,24783,-6668,80,-3.0816158930037973,6.521227801952256,1897.0
2015,ZONGULDAK,18244,25340,-7096,80,2.2475083726748224,0.7121170300855573,-428.0
2016,ZONGULDAK,19991,21933,-1942,80,-13.445146014206788,9.575750931813198,5154.0
2017,ZONGULDAK,19421,22541,-3120,80,2.772078603018291,-2.8512830773848252,-1178.0
2018,ZONGULDAK,24363,24105,258,80,6.938467681114413,25.44668142732094,3378.0
2019,ZONGULDAK,19654,26251,-6597,80,8.902717278572903,-19.328489923244263,-6855.0
2020,ZONGULDAK,15243,19593,-4350,80,-25.36284332025447,-22.443268545843086,2247.0
2021,ZONGULDAK,20883,21991,-1108,80,12.239064972183943,37.000590434953736,3242.0
2022,ZONGULDAK,20334,21695,-1361,80,-1.346005183938881,-2.628932624622904,-253.0
2023,ZONGULDAK,26828,22615,4213,80,4.240608435123305,31.93665781449788,5574.0
2008,ÇANAKKALE,16390,14246,2144,80,,,
2009,ÇANAKKALE,15412,14802,610,80,3.902849922785334,-5.967053081147045,-1534.0
2010,ÇANAKKALE,16578,15420,1158,80,4.175111471422777,7.565533350635878,548.0
2011,ÇANAKKALE,17278,15623,1655,80,1.316472114137479,4.222463505851137,497.0
2012,ÇANAKKALE,23252,14374,8878,80,-7.9946233117839105,34.57576108345872,7223.0
2013,ÇANAKKALE,24766,18238,6528,80,26.881870043133425,6.51126784792706,-2350.0
2014,ÇANAKKALE,27429,20540,6889,80,12.621998026099357,10.752644754905916,361.0
2015,ÇANAKKALE,25096,23005,2091,80,12.000973709834462,-8.505596266725002,-4798.0
2016,ÇANAKKALE,25116,20024,5092,80,-12.95805259726146,0.07969397513547527,3001.0
2017,ÇANAKKALE,26088,20540,5548,80,2.5769077107471006,3.870043000477774,456.0
2018,ÇANAKKALE,29473,21068,8405,80,2.570593962999035,12.97531432076051,2857.0
2019,ÇANAKKALE,25198,22293,2905,80,5.814505411049931,-14.504801004309032,-5500.0
2020,ÇANAKKALE,21055,19022,2033,80,-14.672767236352213,-16.441781093737596,-872.0
2021,ÇANAKKALE,31210,19429,11781,80,2.139627799390187,48.23082403229637,9748.0
2022,ÇANAKKALE,27747,22233,5514,80,14.43203458747233,-11.095802627363028,-6267.0
2023,ÇANAKKALE,32719,22615,10104,80,1.7181666891557645,17.919054312177884,4590.0
2008,ÇANKIRI,12680,11612,1068,80,,,
2009,ÇANKIRI,20166,11831,8335,80,1.8859800206682653,59.0378548895899,7267.0
2010,ÇANKIRI,11536,17958,-6422,80,51.78767644324233,-42.794803133987905,-14757.0
2011,ÇANKIRI,10582,14322,-3740,80,-20.24724356832609,-8.269764216366159,2682.0
2012,ÇANKIRI,17050,10609,6441,80,-25.925150118698504,61.122661122661114,10181.0
2013,ÇANKIRI,22290,16991,5299,80,60.156470920916206,30.733137829912028,-1142.0
2014,ÇANKIRI,14519,23080,-8561,80,35.83661938673415,-34.86316733961418,-13860.0
2015,ÇANKIRI,12702,16148,-3446,80,-30.034662045060657,-12.514635994214473,5115.0
2016,ÇANKIRI,13371,13088,283,80,-18.949715135001245,5.266887104393003,3729.0
2017,ÇANKIRI,13849,13504,345,80,3.17848410757946,3.5749009049435454,62.0
2018,ÇANKIRI,40460,12433,28027,80,-7.930983412322279,192.15105783811106,27682.0
2019,ÇANKIRI,11381,32275,-20894,80,159.59140995737152,-71.87098368759268,-48921.0
2020,ÇANKIRI,9955,12614,-2659,80,-60.91711851278079,-12.529654687637294,18235.0
2021,ÇANKIRI,15288,12457,2831,80,-1.2446488029173919,53.57106981416373,5490.0
2022,ÇANKIRI,13649,14061,-412,80,12.876294452918046,-10.720826792255366,-3243.0
2023,ÇANKIRI,25333,13438,11895,80,-4.430694829670722,85.60334090409553,12307.0
2008,ÇORUM,15828,24072,-8244,80,,,
2009,ÇORUM,13672,22699,-9027,80,-5.703722166832836,-13.621430376547893,-783.0
2010,ÇORUM,14462,22860,-8398,80,0.7092823472399701,5.7782328847279185,629.0
2011,ÇORUM,15174,22441,-7267,80,-1.8328958880139967,4.923247130410724,1131.0
2012,ÇORUM,13289,20610,-7321,80,-8.159172942382241,-12.422564913668122,-54.0
2013,ÇORUM,17073,21460,-4387,80,4.124211547792345,28.47467830536534,2934.0
2014,ÇORUM,15875,24652,-8777,80,14.874184529356938,-7.016927312130261,-4390.0
2015,ÇORUM,16286,22636,-6350,80,-8.17783546973876,2.5889763779527453,2427.0
2016,ÇORUM,16688,20420,-3732,80,-9.789715497437712,2.46837774775881,2618.0
2017,ÇORUM,17214,20880,-3666,80,2.252693437806075,3.1519654841802414,66.0
2018,ÇORUM,24363,20212,4151,80,-3.1992337164750917,41.53014987800627,7817.0
2019,ÇORUM,16006,23425,-7419,80,15.896497130417565,-34.30201535114723,-11570.0
2020,ÇORUM,15672,15051,621,80,-35.74813233724653,-2.0867174809446443,8040.0
2021,ÇORUM,18029,22011,-3982,80,46.24277456647399,15.03956100051047,-4603.0
2022,ÇORUM,18723,20448,-1725,80,-7.10099495706692,3.849353818847412,2257.0
2023,ÇORUM,27902,20273,7629,80,-0.8558294209702666,49.025263045452114,9354.0
2008,İSTANBUL,374868,348193,26675,80,,,
2009,İSTANBUL,388467,348986,39481,80,0.2277472551142523,3.627676942283675,12806.0
2010,İSTANBUL,439515,336932,102583,80,-3.4540067509871486,13.140884553900323,63102.0
2011,İSTANBUL,450445,328663,121782,80,-2.4542044091982906,2.486832076265877,19199.0
2012,İSTANBUL,384535,354074,30461,80,7.731627837633082,-14.632197049584295,-91321.0
2013,İSTANBUL,437922,371601,66321,80,4.9500951778441715,13.88352165602611,35860.0
2014,İSTANBUL,438998,424662,14336,80,14.279025083355545,0.24570585629404285,-51985.0
2015,İSTANBUL,453407,402864,50543,80,-5.133023439818018,3.282247299532126,36207.0
2016,İSTANBUL,369582,440889,-71307,80,9.438669129036104,-18.487804555289177,-121850.0
2017,İSTANBUL,416587,422559,-5972,80,-4.157509032885831,12.718422433992993,65335.0
2018,İSTANBUL,385482,595803,-210321,80,40.998771769149386,-7.4666276192007945,-204349.0
2019,İSTANBUL,498676,378305,120371,80,-36.50501927650582,29.364276412387614,330692.0
2020,İSTANBUL,328632,381654,-53022,80,0.8852645352295019,-34.09909440197644,-173393.0
2021,İSTANBUL,385328,408165,-22837,80,6.946344070807586,17.252123956279377,30185.0
2022,İSTANBUL,385294,418082,-32788,80,2.4296546739676295,-0.008823651538425459,-9951.0
2023,İSTANBUL,412707,581330,-168623,80,39.04688553920044,7.114826599947044,-135835.0
2008,İZMİR,117067,89819,27248,80,,,
2009,İZMİR,116390,89517,26873,80,-0.33623175497389246,-0.5783013146317906,-375.0
2010,İZMİR,111255,99775,11480,80,11.459275891730059,-4.411891055932637,-15393.0
2011,İZMİR,110364,101420,8944,80,1.6487095965923348,-0.8008628825670772,-2536.0
2012,İZMİR,105804,95954,9850,80,-5.389469532636559,-4.131782102859627,906.0
2013,İZMİR,113673,99681,13992,80,3.8841528232278044,7.437336962685714,4142.0
2014,İZMİR,124439,101447,22992,80,1.7716515685035183,9.47102654104317,9000.0
2015,İZMİR,126238,105389,20849,80,3.8857728666200186,1.445688248860888,-2143.0
2016,İZMİR,122668,98902,23766,80,-6.155291349192038,-2.827991571476096,2917.0
2017,İZMİR,127394,102776,24618,80,3.9170087561424483,3.8526755143965863,852.0
2018,İZMİR,130092,117113,12979,80,13.949754806569636,2.117839144700695,-11639.0
2019,İZMİR,128370,106895,21475,80,-8.724906714028336,-1.3236786274328893,8496.0
2020,İZMİR,107172,92400,14772,80,-13.560035548903127,-16.513204019630756,-6703.0
2021,İZMİR,131394,109470,21924,80,18.474025974025963,22.60105251371627,7152.0
2022,İZMİR,132426,107312,25114,80,-1.9713163423769053,0.7854239919631079,3190.0
2023,İZMİR,147765,125643,22122,80,17.08196660205754,11.583072810475281,-2992.0
2008,ŞANLIURFA,25510,37282,-11772,80,,,
2009,ŞANLIURFA,27190,35154,-7964,80,-5.7078482914006745,6.585652685221488,3808.0
2010,ŞANLIURFA,32555,37555,-5000,80,6.8299482277977,19.731518940787062,2964.0
2011,ŞANLIURFA,35888,41570,-5682,80,10.690986553055515,10.238058669943184,-682.0
2012,ŞANLIURFA,31890,44878,-12988,80,7.957661775318736,-11.14021399910834,-7306.0
2013,ŞANLIURFA,33383,47429,-14046,80,5.684299656847447,4.681718407024138,-1058.0
2014,ŞANLIURFA,35670,49030,-13360,80,3.375571907482766,6.850792319444032,686.0
2015,ŞANLIURFA,40135,50580,-10445,80,3.1613297980828126,12.517521726941405,2915.0
2016,ŞANLIURFA,38662,49789,-11127,80,-1.5638592328983791,-3.670113367385075,-682.0
2017,ŞANLIURFA,40058,52648,-12590,80,5.742232219968257,3.6107806114531016,-1463.0
2018,ŞANLIURFA,44448,56748,-12300,80,7.787570278073241,10.95910929152728,290.0
2019,ŞANLIURFA,41841,60885,-19044,80,7.290124762106154,-5.865280777537796,-6744.0
2020,ŞANLIURFA,37720,47194,-9474,80,-22.486655169582004,-9.849190984919098,9570.0
2021,ŞANLIURFA,40371,66987,-26616,80,41.939653345764285,7.028101802757147,-17142.0
2022,ŞANLIURFA,45648,68264,-22616,80,1.9063400361264193,13.071264026157392,4000.0
2023,ŞANLIURFA,63205,63559,-354,80,-6.8923590765264215,38.461706975113906,22262.0
2008,ŞIRNAK,13223,15877,-2654,80,,,
2009,ŞIRNAK,8356,13025,-4669,80,-17.96309126409271,-36.807078575209864,-2015.0
2010,ŞIRNAK,11733,13554,-1821,80,4.0614203454894415,40.414073719483,2848.0
2011,ŞIRNAK,13403,13957,-554,80,2.973292017116713,14.233358902241534,1267.0
2012,ŞIRNAK,11075,14617,-3542,80,4.728809916171106,-17.369245691263146,-2988.0
2013,ŞIRNAK,13031,13753,-722,80,-5.910925634535136,17.661399548532742,2820.0
2014,ŞIRNAK,12749,16142,-3393,80,17.370755471533485,-2.1640702939145107,-2671.0
2015,ŞIRNAK,11554,23615,-12061,80,46.295378515673406,-9.373284179151309,-8668.0
2016,ŞIRNAK,11102,24122,-13020,80,2.146940503916994,-3.912065085684613,-959.0
2017,ŞIRNAK,19672,15186,4486,80,-37.04502114252549,77.19329850477392,17506.0
2018,ŞIRNAK,19779,15485,4294,80,1.9689187409456022,0.5439202928019471,-192.0
2019,ŞIRNAK,16365,20724,-4359,80,33.832741362608985,-17.2607310784165,-8653.0
2020,ŞIRNAK,14461,15008,-547,80,-27.58154796371357,-11.634586006721658,3812.0
2021,ŞIRNAK,17072,20431,-3359,80,36.134061833688705,18.05545951179033,-2812.0
2022,ŞIRNAK,20096,23469,-3373,80,14.869560961284334,17.713214620431117,-14.0
2023,ŞIRNAK,22726,21572,1154,80,-8.083003110486175,13.087181528662416,4527.0
