year,dest_province,inflow,outflow,net_migration,partners,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change
2008,ADANA,45493,58316,-12823,80,,,
2009,ADANA,53685,54109,-424,80,-7.214143631250424,18.007165937616776,12399.0
2010,ADANA,53096,57402,-4306,80,6.085863719529105,-1.0971407283226209,-3882.0
2011,ADANA,50523,62402,-11879,80,8.71049789205951,-4.845939430465574,-7573.0
2012,ADANA,45927,59294,-13367,80,-4.9806095958462855,-9.096846980583095,-1488.0
2013,ADANA,50598,62933,-12335,80,6.137214557965387,10.170487948265716,1032.0
2014,ADANA,51562,63181,-11619,80,0.39406988384471653,1.9052136448080903,716.0
2015,ADANA,52647,64192,-11545,80,1.60016460644814,2.10426282921532,74.0
2016,ADANA,51466,60759,-9293,80,-5.348018444666003,-2.243242729880146,2252.0
2017,ADANA,49509,62834,-13325,80,3.4151319146134673,-3.8025103952123773,-4032.0
2018,ADANA,51660,70638,-18978,80,12.42002737371486,4.344664606435189,-5653.0
2019,ADANA,52290,60900,-8610,80,-13.785781024377819,1.2195121951219523,10368.0
2020,ADANA,47088,45832,1256,80,-24.742200328407225,-9.948364888123928,9866.0
2021,ADANA,53649,65628,-11979,80,43.192529237214174,13.933486238532101,-13235.0
2022,ADANA,55018,62156,-7138,80,-5.290424818674955,2.5517717012432772,4841.0
2023,ADANA,66104,77898,-11794,80,25.326597593152723,20.14976916645461,-4656.0
2008,ADIYAMAN,12155,20971,-8816,80,,,
2009,ADIYAMAN,12091,18295,-6204,80,-12.760478756377857,-0.5265322912381687,2612.0
2010,ADIYAMAN,14150,20135,-5985,80,10.057392730254167,17.029195269208497,219.0
2011,ADIYAMAN,13873,23939,-10066,80,18.892475788428122,-1.957597173144876,-4081.0
2012,ADIYAMAN,14323,22591,-8268,80,-5.630978737624792,3.243710805161104,1798.0
2013,ADIYAMAN,15715,24077,-8362,80,6.5778407330352895,9.718634364309153,-94.0
2014,ADIYAMAN,16578,24330,-7752,80,1.0507953648710489,5.49156856506523,610.0
2015,ADIYAMAN,18523,24064,-5541,80,-1.09330045211673,11.732416455543483,2211.0
2016,ADIYAMAN,18789,21201,-2412,80,-11.897440159574469,1.4360524753009862,3129.0
2017,ADIYAMAN,18040,22741,-4701,80,7.263808310928721,-3.9863750066528314,-2289.0
2018,ADIYAMAN,22034,22897,-863,80,0.6859856646585394,22.139689578713973,3838.0
2019,ADIYAMAN,17619,24821,-7202,80,8.402847534611514,-20.037215212852864,-6339.0
2020,ADIYAMAN,16163,16936,-773,80,-31.767454977639897,-8.263806118394912,6429.0
2021,ADIYAMAN,17598,24860,-7262,80,46.78790741615493,8.87830229536597,-6489.0
2022,ADIYAMAN,18780,23359,-4579,80,-6.037811745776345,6.716672349130581,2683.0
2023,ADIYAMAN,23294,48372,-25078,80,107.0807825677469,24.036208732694362,-20499.0
2008,AFYONKARAHİSAR,18270,24861,-6591,80,,,
2009,AFYONKARAHİSAR,20223,22256,-2033,80,-10.478259120711153,10.689655172413804,4558.0
2010,AFYONKARAHİSAR,17451,24119,-6668,80,8.37077641984183,-13.70716510903427,-4635.0
2011,AFYONKARAHİSAR,17219,24063,-6844,80,-0.23218209710187399,-1.3294367084980774,-176.0
2012,AFYONKARAHİSAR,24167,21738,2429,80,-9.66213689066201,40.35077530634763,9273.0
2013,AFYONKARAHİSAR,22200,26799,-4599,80,23.28181065415402,-8.139198080026478,-7028.0
2014,AFYONKARAHİSAR,21414,27100,-5686,80,1.1231762379193322,-3.5405405405405377,-1087.0
2015,AFYONKARAHİSAR,22922,26226,-3304,80,-3.225092250922512,7.042121976277205,2382.0
2016,AFYONKARAHİSAR,22467,24400,-1933,80,-6.962556241897355,-1.9849925835441984,1371.0
2017,AFYONKARAHİSAR,21453,25483,-4030,80,4.438524590163939,-4.513286153024431,-2097.0
2018,AFYONKARAHİSAR,26976,25049,1927,80,-1.7030961817682377,25.744651097748573,5957.0
2019,AFYONKARAHİSAR,23818,27006,-3188,80,7.8126871332188985,-11.706702253855283,-5115.0
2020,AFYONKARAHİSAR,18439,19434,-995,80,-28.03821373028216,-22.583760181375435,2193.0
2021,AFYONKARAHİSAR,24643,25327,-684,80,30.323145003601937,33.646076251423615,311.0
2022,AFYONKARAHİSAR,23667,25425,-1758,80,0.38693883997316103,-3.9605567503956496,-1074.0
2023,AFYONKARAHİSAR,30431,26427,4004,80,3.9410029498525123,28.579879156631605,5762.0
2008,AKSARAY,11146,12596,-1450,80,,,
2009,AKSARAY,10217,12587,-2370,80,-0.07145125436646138,-8.334828638076441,-920.0
2010,AKSARAY,10159,13225,-3066,80,5.068721696988954,-0.5676813154546378,-696.0
2011,AKSARAY,10778,13142,-2364,80,-0.627599243856336,6.09311940151589,702.0
2012,AKSARAY,10667,12374,-1707,80,-5.843859382133621,-1.029875672666547,657.0
2013,AKSARAY,11491,13726,-2235,80,10.926135445288509,7.724758601293713,-528.0
2014,AKSARAY,11936,14577,-2641,80,6.199912574675803,3.872595944652346,-406.0
2015,AKSARAY,12205,14164,-1959,80,-2.8332304315016765,2.253686327077742,682.0
2016,AKSARAY,15234,12294,2940,80,-13.202485173679756,24.817697664891437,4899.0
2017,AKSARAY,14139,13799,340,80,12.241743940133398,-7.187869239858213,-2600.0
2018,AKSARAY,16680,14441,2239,80,4.652511051525465,17.971568003394857,1899.0
2019,AKSARAY,13689,15672,-1983,80,8.52434041963852,-17.93165467625899,-4222.0
2020,AKSARAY,12208,12311,-103,80,-21.445890760592135,-10.818905690700564,1880.0
2021,AKSARAY,14210,15529,-1319,80,26.13922508325888,16.399082568807334,-1216.0
2022,AKSARAY,14264,14147,117,80,-8.899478395260484,0.3800140745953584,1436.0
2023,AKSARAY,20400,15112,5288,80,6.821234183925928,43.01738642736961,5171.0
2008,AMASYA,11748,14268,-2520,80,,,
2009,AMASYA,11533,13187,-1654,80,-7.57639472946453,-1.8300987402110946,866.0
2010,AMASYA,11729,13726,-1997,80,4.087358762417526,1.6994710829792758,-343.0
2011,AMASYA,11424,14142,-2718,80,3.030744572344446,-2.6003921902975513,-721.0
2012,AMASYA,11228,13128,-1900,80,-7.170131523122613,-1.715686274509809,818.0
2013,AMASYA,12379,14658,-2279,80,11.654478976233996,10.251157819736378,-379.0
2014,AMASYA,12970,14817,-1847,80,1.0847318870241596,4.774214395346954,432.0
2015,AMASYA,13957,15092,-1135,80,1.8559762435040872,7.609868928296071,712.0
2016,AMASYA,15395,13609,1786,80,-9.826398091704213,10.303073726445522,2921.0
2017,AMASYA,14326,14675,-349,80,7.8330516569917075,-6.943812926274761,-2135.0
2018,AMASYA,16760,15237,1523,80,3.829642248722309,16.99008795197543,1872.0
2019,AMASYA,13329,14813,-1484,80,-2.782700006562977,-20.47136038186157,-3007.0
2020,AMASYA,12241,11347,894,80,-23.398366299871732,-8.16265286218021,2378.0
2021,AMASYA,15244,14540,704,80,28.13959636908434,24.53230945184217,-190.0
2022,AMASYA,15217,13847,1370,80,-4.766162310866573,-0.177118866439252,666.0
2023,AMASYA,19307,15046,4261,80,8.65891528851015,26.877834001445745,2891.0
2008,ANKARA,156760,126198,30562,80,,,
2009,ANKARA,168193,131114,37079,80,3.8954658552433408,7.293314621076807,6517.0
2010,ANKARA,182845,133440,49405,80,1.7740287078420236,8.711420808238145,12326.0
2011,ANKARA,191864,137385,54479,80,2.956384892086339,4.932593180015865,5074.0
2012,ANKARA,160235,137834,22401,80,0.32681879390035196,-16.485114456073045,-32078.0
2013,ANKARA,186642,153791,32851,80,11.576969397971482,16.480169750678698,10450.0
2014,ANKARA,203621,163612,40009,80,6.385939359260284,9.09709497326432,7158.0
2015,ANKARA,204048,153001,51047,80,-6.4854656137691595,0.20970332136664993,11038.0
2016,ANKARA,177166,159915,17251,80,4.518924712910377,-13.17435113306673,-33796.0
2017,ANKARA,188100,156058,32042,80,-2.41190632523528,6.171613063454617,14791.0
2018,ANKARA,184382,221747,-37365,80,42.09268348947186,-1.9766081871344987,-69407.0
2019,ANKARA,211744,154464,57280,80,-30.342236873554096,14.839843368658556,94645.0
2020,ANKARA,153162,141165,11997,80,-8.609773151025479,-27.666427384010884,-45283.0
2021,ANKARA,197702,165604,32098,80,17.31236496298658,29.080320183857623,20101.0
2022,ANKARA,189104,161912,27192,80,-2.2294147484360316,-4.348969661409596,-4906.0
2023,ANKARA,232700,208740,23960,80,28.92188349226741,23.053980878246882,-3232.0
2008,ANTALYA,92031,55806,36225,80,,,
2009,ANTALYA,75696,58632,17064,80,5.063971615955265,-17.74945398833002,-19161.0
2010,ANTALYA,86907,61662,25245,80,5.1678264428980825,14.810558021559928,8181.0
2011,ANTALYA,89731,62875,26856,80,1.9671758943920148,3.249450562095113,1611.0
2012,ANTALYA,83596,62893,20703,80,0.028628230616312145,-6.837102004881257,-6153.0
2013,ANTALYA,88605,64075,24530,80,1.8793824431971862,5.9919134886836645,3827.0
2014,ANTALYA,93057,64631,28426,80,0.8677331252438636,5.024547147452174,3896.0
2015,ANTALYA,96441,68374,28067,80,5.791338521762013,3.63648086656565,-359.0
2016,ANTALYA,79203,73119,6084,80,6.939772428115942,-17.87414066631412,-21983.0
2017,ANTALYA,87232,72178,15054,80,-1.2869432021772709,10.137242276176405,8970.0
2018,ANTALYA,95920,80349,15571,80,11.320624012857095,9.959647835656638,517.0
2019,ANTALYA,100140,68494,31646,80,-14.754383999800869,4.399499582985822,16075.0
2020,ANTALYA,83035,62325,20710,80,-9.006628317808863,-17.081086478929496,-10936.0
2021,ANTALYA,88305,80505,7800,80,29.1696750902527,6.346721262118393,-12910.0
2022,ANTALYA,92004,78986,13018,80,-1.8868393267498895,4.1888907762867245,5218.0
2023,ANTALYA,118356,88758,29598,80,12.371812726305919,28.64223294639363,16580.0
2008,ARDAHAN,4640,7447,-2807,80,,,
2009,ARDAHAN,3775,7033,-3258,80,-5.559285618369813,-18.64224137931034,-451.0
2010,ARDAHAN,4586,6857,-2271,80,-2.502488269586234,21.48344370860926,987.0
2011,ARDAHAN,4908,6673,-1765,80,-2.6833892372757795,7.021369385085041,506.0
2012,ARDAHAN,4923,5986,-1063,80,-10.29521954143564,0.3056234718826323,702.0
2013,ARDAHAN,5254,7633,-2379,80,27.514199799532246,6.723542555352435,-1316.0
2014,ARDAHAN,5323,8033,-2710,80,5.240403511070357,1.3132851161020254,-331.0
2015,ARDAHAN,5630,7802,-2172,80,-2.8756379932777243,5.767424384745445,538.0
2016,ARDAHAN,5164,6880,-1716,80,-11.817482696744419,-8.277087033747776,456.0
2017,ARDAHAN,5284,7154,-1870,80,3.9825581395348753,2.323780015491872,-154.0
2018,ARDAHAN,7342,6376,966,80,-10.87503494548504,38.94776684330053,2836.0
2019,ARDAHAN,5164,7028,-1864,80,10.225846925972393,-29.66494143285209,-2830.0
2020,ARDAHAN,4085,5215,-1130,80,-25.796812749003983,-20.89465530596437,734.0
2021,ARDAHAN,4750,6445,-1695,80,23.585810162991372,16.279069767441868,-565.0
2022,ARDAHAN,5391,8157,-2766,80,26.5632273079907,13.49473684210527,-1071.0
2023,ARDAHAN,6856,6811,45,80,-16.501164643864165,27.174921164904475,2811.0
2008,ARTVİN,6700,8660,-1960,80,,,
2009,ARTVİN,6206,7547,-1341,80,-12.852193995381068,-7.37313432835821,619.0
2010,ARTVİN,7115,7988,-873,80,5.843381476083209,14.647115694489198,468.0
2011,ARTVİN,7948,7948,0,80,-0.5007511266900355,11.707659873506682,873.0
2012,ARTVİN,7286,7612,-326,80,-4.227478610971314,-8.329139406139907,-326.0
2013,ARTVİN,10053,8644,1409,80,13.557540725170792,37.97694208070273,1735.0
2014,ARTVİN,9551,10187,-636,80,17.850532161036558,-4.993534268377598,-2045.0
2015,ARTVİN,9050,10969,-1919,80,7.676450377932653,-5.245524028897497,-1283.0
2016,ARTVİN,8240,9283,-1043,80,-15.370589844106119,-8.950276243093924,876.0
2017,ARTVİN,7788,10146,-2358,80,9.296563610901654,-5.485436893203888,-1315.0
2018,ARTVİN,15934,8876,7058,80,-12.517248176621331,104.59681561376475,9416.0
2019,ARTVİN,8403,11676,-3273,80,31.54574132492114,-47.26371281536338,-10331.0
2020,ARTVİN,6358,7801,-1443,80,-33.18773552586502,-24.336546471498277,1830.0
2021,ARTVİN,8238,8224,14,80,5.422381745930016,29.569046870084925,1457.0
2022,ARTVİN,9983,9879,104,80,20.124027237354092,21.182325807234758,90.0
2023,ARTVİN,13425,10352,3073,80,4.787934001417149,34.47861364319343,2969.0
2008,AYDIN,34375,25577,8798,80,,,
2009,AYDIN,28524,27640,884,80,8.0658404034875,-17.02109090909091,-7914.0
2010,AYDIN,29971,29923,48,80,8.259768451519545,5.072921048941237,-836.0
2011,AYDIN,32077,31056,1021,80,3.7863850549744393,7.026792566147266,973.0
2012,AYDIN,32412,29623,2789,80,-4.6142452344152485,1.0443620039280566,1768.0
2013,AYDIN,34688,32338,2350,80,9.165175708064677,7.022090583734419,-439.0
2014,AYDIN,45842,32396,13446,80,0.17935555692991656,32.15521217712176,11096.0
2015,AYDIN,42743,37689,5054,80,16.338436844054826,-6.760176257580386,-8392.0
2016,AYDIN,40363,33119,7244,80,-12.125553875135985,-5.568163208010668,2190.0
2017,AYDIN,41352,35339,6013,80,6.703100939038009,2.4502638555112366,-1231.0
2018,AYDIN,47005,36462,10543,80,3.177792240867028,13.67043915650996,4530.0
2019,AYDIN,40439,36180,4259,80,-0.773407931545167,-13.96872673119881,-6284.0
2020,AYDIN,35455,30996,4459,80,-14.328358208955228,-12.324736022156824,200.0
2021,AYDIN,46485,37246,9239,80,20.163892115111626,31.109857565928635,4780.0
2022,AYDIN,45705,36499,9206,80,-2.0055844922944766,-1.6779606324620833,-33.0
2023,AYDIN,52916,41605,11311,80,13.989424367790892,15.777267257411665,2105.0
2008,AĞRI,12195,27450,-15255,80,,,
2009,AĞRI,12115,22613,-10498,80,-17.62112932604736,-0.6560065600656029,4757.0
2010,AĞRI,14950,22966,-8016,80,1.5610489541414196,23.400742880726376,2482.0
2011,AĞRI,15508,25182,-9674,80,9.649046416441687,3.732441471571901,-1658.0
2012,AĞRI,12856,27984,-15128,80,11.12699547295688,-17.100851173587827,-5454.0
2013,AĞRI,14725,28477,-13752,80,1.7617209834190906,14.537958929682638,1376.0
2014,AĞRI,14480,30995,-16515,80,8.842223548828887,-1.6638370118845502,-2763.0
2015,AĞRI,16597,32174,-15577,80,3.80383932892403,14.620165745856362,938.0
2016,AĞRI,14306,30811,-16505,80,-4.2363399017840475,-13.803699463758512,-928.0
2017,AĞRI,15088,32479,-17391,80,5.4136509688098355,5.466237942122176,-886.0
2018,AĞRI,20091,29482,-9391,80,-9.227500846700941,33.158801696712615,8000.0
2019,AĞRI,16342,28158,-11816,80,-4.490875788616789,-18.66009656064904,-2425.0
2020,AĞRI,14626,24353,-9727,80,-13.513033596136093,-10.500550728185043,2089.0
2021,AĞRI,14858,34800,-19942,80,42.898205559889945,1.586216327088752,-10215.0
2022,AĞRI,16871,37676,-20805,80,8.264367816091944,13.548256831336648,-863.0
2023,AĞRI,23324,30696,-7372,80,-18.526382843189293,38.24906644537964,13433.0
2008,BALIKESİR,37407,31129,6278,80,,,
2009,BALIKESİR,33275,31291,1984,80,0.5204150470622171,-11.046060897692945,-4294.0
2010,BALIKESİR,36784,35162,1622,80,12.370969288293754,10.545454545454547,-362.0
2011,BALIKESİR,37143,36638,505,80,4.197713440646145,0.9759678120922155,-1117.0
2012,BALIKESİR,34922,35315,-393,80,-3.6110049675200595,-5.97959238618313,-898.0
2013,BALIKESİR,38710,39688,-978,80,12.382840152909536,10.847030525170375,-585.0
2014,BALIKESİR,57551,39918,17633,80,0.5795202580124892,48.67217773185224,18611.0
2015,BALIKESİR,43296,48892,-5596,80,22.48108622676486,-24.76933502458689,-23229.0
2016,BALIKESİR,43475,38566,4909,80,-21.12001963511413,0.41343311160384477,10505.0
2017,BALIKESİR,43998,40371,3627,80,4.6802883368770365,1.20299022426682,-1282.0
2018,BALIKESİR,55238,40028,15210,80,-0.8496197765722968,25.546615755261605,11583.0
2019,BALIKESİR,41467,42931,-1464,80,7.2524233036874275,-24.930301603968285,-16674.0
2020,BALIKESİR,40715,31561,9154,80,-26.484358621974803,-1.813490245255267,10618.0
2021,BALIKESİR,50218,40287,9931,80,27.648046639840306,23.340292275574104,777.0
2022,BALIKESİR,49652,40975,8677,80,1.7077469158785608,-1.1270859054522298,-1254.0
2023,BALIKESİR,60574,43098,17476,80,5.181208053691266,21.997099814710385,8799.0
2008,BARTIN,8418,6325,2093,80,,,
2009,BARTIN,7566,7104,462,80,12.316205533596847,-10.121168923734858,-1631.0
2010,BARTIN,6902,7859,-957,80,10.627815315315313,-8.776103621464449,-1419.0
2011,BARTIN,6560,7619,-1059,80,-3.0538236416846942,-4.955085482468846,-102.0
2012,BARTIN,7145,7330,-185,80,-3.7931487071794168,8.917682926829261,874.0
2013,BARTIN,7886,8133,-247,80,10.954979536152788,10.37088873337999,-62.0
2014,BARTIN,7794,8903,-1109,80,9.467601131193891,-1.166624397666749,-862.0
2015,BARTIN,8872,8113,759,80,-8.87341345613838,13.831152168334615,1868.0
2016,BARTIN,8940,8108,832,80,-0.0616294835449227,0.7664562669071229,73.0
2017,BARTIN,8759,8144,615,80,0.44400592007893813,-2.0246085011185633,-217.0
2018,BARTIN,13399,8813,4586,80,8.214636542239685,52.974083799520486,3971.0
2019,BARTIN,9423,10708,-1285,80,21.50232610915692,-29.6738562579297,-5871.0
2020,BARTIN,7585,7441,144,80,-30.50989914082929,-19.50546535073756,1429.0
2021,BARTIN,10907,8794,2113,80,18.18303991399006,43.79696769940673,1969.0
2022,BARTIN,9990,8634,1356,80,-1.8194223334091375,-8.407444760245719,-757.0
2023,BARTIN,13197,8926,4271,80,3.381978225619653,32.102102102102094,2915.0
2008,BATMAN,16467,19669,-3202,80,,,
2009,BATMAN,18326,16855,1471,80,-14.306777162031626,11.28924515698062,4673.0
2010,BATMAN,19561,18839,722,80,11.770987837436952,6.739059260067659,-749.0
2011,BATMAN,18429,19902,-1473,80,5.6425500291947595,-5.787025203210472,-2195.0
2012,BATMAN,15906,20739,-4833,80,4.20560747663552,-13.690379293504806,-3360.0
2013,BATMAN,18816,20209,-1393,80,-2.5555716283330976,18.29498302527348,3440.0
2014,BATMAN,18543,21515,-2972,80,6.462467217576329,-1.4508928571428603,-1579.0
2015,BATMAN,18872,23216,-4344,80,7.9061120148733455,1.77425443563608,-1372.0
2016,BATMAN,18757,21489,-2732,80,-7.438835286009649,-0.6093683764306856,1612.0
2017,BATMAN,19889,22323,-2434,80,3.8810554237051598,6.035080236711621,298.0
2018,BATMAN,23099,22525,574,80,0.9048962953008166,16.139574639247822,3008.0
2019,BATMAN,20902,23325,-2423,80,3.5516093229744694,-9.511234252565048,-2997.0
2020,BATMAN,18598,17593,1005,80,-24.574490889603428,-11.022868625011961,3428.0
2021,BATMAN,19002,24411,-5409,80,38.75404990621269,2.1722765888805284,-6414.0
2022,BATMAN,20528,24070,-3542,80,-1.3969112285445062,8.030733606988738,1867.0
2023,BATMAN,27888,25138,2750,80,4.43705857914416,35.8534684333593,6292.0
2008,BAYBURT,2996,4949,-1953,80,,,
2009,BAYBURT,3101,4420,-1319,80,-10.689028086482121,3.5046728971962704,634.0
2010,BAYBURT,3984,4780,-796,80,8.14479638009049,28.474685585295067,523.0
2011,BAYBURT,3997,4570,-573,80,-4.3933054393305415,0.3263052208835271,223.0
2012,BAYBURT,3664,4085,-421,80,-10.612691466083145,-8.331248436327243,152.0
2013,BAYBURT,4787,4677,110,80,14.49204406364748,30.649563318777282,531.0
2014,BAYBURT,8912,5583,3329,80,19.371391917896098,86.1708794652183,3219.0
2015,BAYBURT,7150,9281,-2131,80,66.2367902561347,-19.771095152603234,-5460.0
2016,BAYBURT,16981,6653,10328,80,-28.315914233380024,137.4965034965035,12459.0
2017,BAYBURT,5648,15820,-10172,80,137.78746430181874,-66.73929686119781,-20500.0
2018,BAYBURT,9450,7772,1678,80,-50.87231352718078,67.3158640226629,11850.0
2019,BAYBURT,9131,7882,1249,80,1.4153371075656285,-3.3756613756613763,-429.0
2020,BAYBURT,4427,7433,-3006,80,-5.696523724942903,-51.516810864089365,-4255.0
2021,BAYBURT,9019,6382,2637,80,-14.139647517825916,103.72712898125141,5643.0
2022,BAYBURT,7031,8232,-1201,80,28.987778125979325,-22.04235502827364,-3838.0
2023,BAYBURT,10202,8309,1893,80,0.9353741496598733,45.10027023183048,3094.0
2008,BOLU,10049,11032,-983,80,,,
2009,BOLU,12808,10124,2684,80,-8.230601885424216,27.45546820579161,3667.0
2010,BOLU,11874,11926,-52,80,17.799288818648762,-7.292317301686446,-2736.0
2011,BOLU,12545,11386,1159,80,-4.527922186818712,5.651002189658083,1211.0
2012,BOLU,13136,9677,3459,80,-15.00966098717723,4.711040255081711,2300.0
2013,BOLU,13138,12401,737,80,28.14921979952465,0.01522533495736944,-2722.0
2014,BOLU,13264,13065,199,80,5.354406902669129,0.959050083726587,-538.0
2015,BOLU,14681,12401,2280,80,-5.082280903176429,10.68305186972256,2081.0
2016,BOLU,18528,11762,6766,80,-5.1528102572373164,26.203937061508075,4486.0
2017,BOLU,14839,13643,1196,80,15.992178200986217,-19.910405872193436,-5570.0
2018,BOLU,18307,14827,3480,80,8.678443157663263,23.370847092122116,2284.0
2019,BOLU,15997,15068,929,80,1.6254130977271242,-12.618124214781234,-2551.0
2020,BOLU,11430,12565,-1135,80,-16.61136182638705,-28.549102956804408,-2064.0
2021,BOLU,18470,14162,4308,80,12.709908475925191,61.59230096237971,5443.0
2022,BOLU,15750,14224,1526,80,0.4377912724191413,-14.726583649160796,-2782.0
2023,BOLU,18099,15105,2994,80,6.193757030371194,14.914285714285725,1468.0
2008,BURDUR,9674,10019,-345,80,,,
2009,BURDUR,8144,8659,-515,80,-13.574209002894499,-15.815588174488315,-170.0
2010,BURDUR,9439,8904,535,80,2.829426030719473,15.901277013752457,1050.0
2011,BURDUR,8873,9712,-839,80,9.074573225516612,-5.9963979235088445,-1374.0
2012,BURDUR,11473,8497,2976,80,-12.510296540362443,29.30237800067621,3815.0
2013,BURDUR,11156,10001,1155,80,17.70036483464752,-2.763008803277256,-1821.0
2014,BURDUR,10235,12271,-2036,80,22.6977302269773,-8.255647185371096,-3191.0
2015,BURDUR,12537,12247,290,80,-0.1955830820633997,22.49145090376161,2326.0
2016,BURDUR,12337,11059,1278,80,-9.700334775863473,-1.5952779771875258,988.0
2017,BURDUR,12745,11786,959,80,6.573831268649966,3.307124908810888,-319.0
2018,BURDUR,15417,12537,2880,80,6.371966740200241,20.965084346802666,1921.0
2019,BURDUR,12134,13603,-1469,80,8.502831618409502,-21.294674709736007,-4349.0
2020,BURDUR,9201,11422,-2221,80,-16.033227964419616,-24.17174880501072,-752.0
2021,BURDUR,15859,11489,4370,80,0.5865872876904321,72.36169981523747,6591.0
2022,BURDUR,14684,13187,1497,80,14.779354164853341,-7.409042184248693,-2873.0
2023,BURDUR,18013,14536,3477,80,10.229771744900273,22.670934350313267,1980.0
2008,BURSA,82964,47370,35594,80,,,
2009,BURSA,66615,56368,10247,80,18.995144606290904,-19.706137601851403,-25347.0
2010,BURSA,72640,57220,15420,80,1.5114958841896176,9.04450949485851,5173.0
2011,BURSA,74243,58258,15985,80,1.8140510311080105,2.206773127753303,565.0
2012,BURSA,67736,61520,6216,80,5.59923100690034,-8.764462642942771,-9769.0
2013,BURSA,75518,61744,13774,80,0.3641092327698381,11.48872091649935,7558.0
2014,BURSA,80717,65027,15690,80,5.317115833117381,6.88445138907281,1916.0
2015,BURSA,84253,64558,19695,80,-0.7212388700078454,4.380737638911247,4005.0
2016,BURSA,84458,63812,20646,80,-1.1555500480188385,0.2433147781087941,951.0
2017,BURSA,86119,64905,21214,80,1.7128439791888717,1.966657983849962,568.0
2018,BURSA,80940,80086,854,80,23.389569370618602,-6.013771641565735,-20360.0
2019,BURSA,85596,68356,17240,80,-14.646754738655943,5.752409191994068,16386.0
2020,BURSA,77039,53940,23099,80,-21.089589794604713,-9.996962474881999,5859.0
2021,BURSA,92019,76678,15341,80,42.1542454579162,19.444696841859322,-7758.0
2022,BURSA,90863,70447,20416,80,-8.126190041472125,-1.2562622936567402,5075.0
2023,BURSA,95935,89763,6172,80,27.41919457180575,5.582030089255263,-14244.0
2008,BİLECİK,8206,8793,-587,80,,,
2009,BİLECİK,8283,8251,32,80,-6.163994086204938,0.9383378016085686,619.0
2010,BİLECİK,8876,8690,186,80,5.320567203975268,7.159241820596396,154.0
2011,BİLECİK,9250,8914,336,80,2.5776754890678877,4.213609734114465,150.0
2012,BİLECİK,10387,8118,2269,80,-8.929773390172757,12.291891891891883,1933.0
2013,BİLECİK,10231,9202,1029,80,13.353042621335298,-1.5018773466833557,-1240.0
2014,BİLECİK,10090,10114,-24,80,9.910888937187568,-1.378164402306714,-1053.0
2015,BİLECİK,10890,9806,1084,80,-3.0452837650781106,7.9286422200198325,1108.0
2016,BİLECİK,11031,9911,1120,80,1.0707729961248136,1.294765840220391,36.0
2017,BİLECİK,11744,9359,2385,80,-5.569569165573607,6.463602574562599,1265.0
2018,BİLECİK,11956,12597,-641,80,34.597713430922106,1.805177111716616,-3026.0
2019,BİLECİK,10565,10582,-17,80,-15.995872033023739,-11.634325861492133,624.0
2020,BİLECİK,8297,8439,-142,80,-20.251370251370247,-21.467108376715572,-125.0
2021,BİLECİK,11974,8855,3119,80,4.929494015878655,44.31722309268411,3261.0
2022,BİLECİK,12078,9453,2625,80,6.7532467532467555,0.86854852179723,-494.0
2023,BİLECİK,13762,11323,2439,80,19.782079763038183,13.94270574598444,-186.0
2008,BİNGÖL,8977,10192,-1215,80,,,
2009,BİNGÖL,6986,10726,-3740,80,5.239403453689162,-22.178901637518102,-2525.0
2010,BİNGÖL,8453,10448,-1995,80,-2.5918329293305953,20.999141139421695,1745.0
2011,BİNGÖL,9292,10782,-1490,80,3.1967840735068975,9.925470247249502,505.0
2012,BİNGÖL,7569,11145,-3576,80,3.366722314969395,-18.54283254412398,-2086.0
2013,BİNGÖL,10968,10940,28,80,-1.8393898609241788,44.9068569163694,3604.0
2014,BİNGÖL,9400,12852,-3452,80,17.477148080438766,-14.296134208606858,-3480.0
2015,BİNGÖL,9906,13122,-3216,80,2.1008403361344463,5.3829787234042525,236.0
2016,BİNGÖL,10304,11205,-901,80,-14.609053497942382,4.017767009893003,2315.0
2017,BİNGÖL,11979,11941,38,80,6.568496207050423,16.255822981366453,939.0
2018,BİNGÖL,15770,12216,3554,80,2.3029896993551624,31.6470490024209,3516.0
2019,BİNGÖL,11266,14879,-3613,80,21.799279633267844,-28.560558021559924,-7167.0
2020,BİNGÖL,9497,10633,-1136,80,-28.536864036561592,-15.702112551038528,2477.0
2021,BİNGÖL,12027,13376,-1349,80,25.797046929370836,26.639991576287247,-213.0
2022,BİNGÖL,11900,14926,-3026,80,11.587918660287077,-1.0559574291178153,-1677.0
2023,BİNGÖL,15784,14325,1459,80,-4.026530885702806,32.63865546218487,4485.0
2008,BİTLİS,11721,20957,-9236,80,,,
2009,BİTLİS,11594,16485,-4891,80,-21.33893209905998,-1.0835252964764064,4345.0
2010,BİTLİS,10800,15347,-4547,80,-6.903245374582956,-6.848369846472313,344.0
2011,BİTLİS,11419,16610,-5191,80,8.229621424382616,5.731481481481482,-644.0
2012,BİTLİS,10998,16886,-5888,80,1.6616496086694799,-3.686837726596026,-697.0
2013,BİTLİS,11314,16174,-4860,80,-4.216510718938771,2.873249681760326,1028.0
2014,BİTLİS,11447,17470,-6023,80,8.012860145913203,1.1755347357256474,-1163.0
2015,BİTLİS,11936,18801,-6865,80,7.618775042930737,4.271861623132689,-842.0
2016,BİTLİS,12571,18074,-5503,80,-3.866815594915163,5.320040214477206,1362.0
